Model,Scenario,Region Group,ISO,Region,Subvertical,Metric,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
PD22,Pathway,EU12-M,LVA,Latvia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.7610,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,LBN,Lebanon,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2396,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,LSO,Lesotho,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2229,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,LBR,Liberia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6276,30,0.0000,70,NA,NA
PD22,Pathway,NAF,LBY,Libya,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2508,30,0.0000,70,NA,NA
PD22,Pathway,EU12-M,LTU,Lithuania,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.3335,30,0.0000,70,NA,NA
PD22,Pathway,EU15,LUX,Luxembourg,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.8495,30,0.0000,70,NA,NA
PD22,Pathway,EEU,MKD,Macedonia (The Former Yugoslav Republic of Macedonia),Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2597,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MDG,Madagascar,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.9903,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MWI,Malawi,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5502,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,MYS,Malaysia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3616,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MLI,Mali,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3625,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,MTQ,Martinique,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6616,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MRT,Mauritania,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2194,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,MUS,Mauritius,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.4880,30,0.0000,70,NA,NA
PD22,Pathway,MEX,MEX,Mexico,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5827,30,0.0000,70,NA,NA
PD22,Pathway,EEU-FSA,MDA,Moldova,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2347,30,0.0000,70,NA,NA
PD22,Pathway,OAS-CPA,MNG,Mongolia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5473,30,0.0000,70,NA,NA
PD22,Pathway,EEU,MNE,Montenegro,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.1634,30,0.0000,70,NA,NA
PD22,Pathway,NAF,MAR,Morocco,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2452,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MOZ,Mozambique,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6597,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,MMR,Myanmar,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.8419,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,NAM,Namibia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.4945,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.4088,30,0.0000,70,NA,NA
PD22,Pathway,EU15,NLD,Netherlands,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.8030,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,BFA,Burkina Faso,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,NCL,New Caledonia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.8725,30,0.0000,70,NA,NA
PD22,Pathway,ANUZ,NZL,New Zealand,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.1968,30,0.0000,70,NA,NA
PD22,Pathway,LAM-L,NIC,Nicaragua,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.1089,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,NER,Niger,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2163,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,NGA,Nigeria,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5202,30,0.0000,70,NA,NA
PD22,Pathway,EFTA,NOR,Norway,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.7919,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,OMN,Oman,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2530,30,0.0000,70,NA,NA
PD22,Pathway,PAK,PAK,Pakistan,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.4149,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,PAN,Panama,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.0584,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,PNG,Papua New Guinea,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.8192,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,PRY,Paraguay,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.0740,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,PER,Peru,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.4870,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,PHL,Philippines,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5298,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,POL,Poland,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.4504,30,0.0000,70,NA,NA
PD22,Pathway,EU15,PRT,Portugal,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2882,30,0.0000,70,NA,NA
PD22,Pathway,USA,PRI,Puerto Rico,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6403,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,QAT,Qatar,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2451,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,COG,Republic of Congo (ROC),Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.7938,30,0.0000,70,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.1058,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,REU,Reunion,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.6046,30,0.0000,70,NA,NA
PD22,Pathway,EU12-M,ROU,Romania,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3241,30,0.0000,70,NA,NA
PD22,Pathway,RUS,RUS,Russia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5549,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,RWA,Rwanda,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.8899,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,BGD,Bangladesh,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,17.1600,30,3.9967,70,NA,NA
PD22,Pathway,OAS-L,WSM,Samoa,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6680,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,STP,Sao Tome and Principe,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5824,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,SAU,Saudi Arabia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2639,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SEN,Senegal,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3496,30,0.0000,70,NA,NA
PD22,Pathway,EEU,SRB,Serbia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3508,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SLE,Sierra Leone,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6078,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,SVK,Slovakia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5742,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,SVN,Slovenia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.9265,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,SLB,Solomon Islands,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6028,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SOM,Somalia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2878,30,0.0000,70,NA,NA
PD22,Pathway,SAF,ZAF,South Africa,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3135,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SSD,South Sudan,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2995,30,0.0000,70,NA,NA
PD22,Pathway,EU12-M,BGR,Bulgaria,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,6.5267,30,10.0833,70,NA,NA
PD22,Pathway,EU15,ESP,Spain,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2662,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.6475,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SDN,Sudan,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2720,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,SUR,Suriname,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6413,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SWZ,Swaziland,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3145,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,BHS,Bahamas,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.6865,30,0.0000,70,NA,NA
PD22,Pathway,EFTA,CHE,Switzerland,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.1263,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,SYR,Syria,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2386,30,0.0000,70,NA,NA
PD22,Pathway,CAS,TJK,Tajikistan,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3714,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,TZA,Tanzania,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6117,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,THA,Thailand,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.4398,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,TLS,Timor-Leste,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.1943,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,TGO,Togo,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.4783,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,TTO,Trinidad and Tobago,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.9391,30,0.0000,70,NA,NA
PD22,Pathway,NAF,TUN,Tunisia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2473,30,0.0000,70,NA,NA
PD22,Pathway,TUR,TUR,Turkey,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2927,30,0.0000,70,NA,NA
PD22,Pathway,CAS,TKM,Turkmenistan,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3084,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,UGA,Uganda,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6478,30,0.0000,70,NA,NA
PD22,Pathway,EEU-FSU,UKR,Ukraine,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3601,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,ARE,United Arab Emirates,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2405,30,0.0000,70,NA,NA
PD22,Pathway,EU15,GBR,United Kingdom,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.0175,30,0.0000,70,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.7002,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,URY,Uruguay,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,2.0832,30,0.0000,70,NA,NA
PD22,Pathway,CAS,UZB,Uzbekistan,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3232,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,VUT,Vanuatu,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.6390,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,VEN,Venezuela,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.3743,30,0.0000,70,NA,NA
PD22,Pathway,OAS-CPA,VNM,Vietnam,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,1.2497,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,YEM,Yemen,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.2922,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,ZMB,Zambia,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.5067,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,ZWE,Zimbabwe,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.3477,30,0.0000,70,NA,NA
PD22,Pathway,NAF,ESH,Western Sahara,Cropland Soil Health,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,PAK,AFG,Afghanistan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,ALB,Albania,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-M,ARG,Argentina,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAS,ARM,Armenia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,ANUZ,AUS,Australia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,AUT,Austria,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,BIH,Bosnia and Herzegovina,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,8.1767,30,10.2300,70,NA,NA
PD22,Pathway,CAS,AZE,Azerbaijan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,BLR,Belarus,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,BEL,Belgium,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,BIH,Bosnia and Herzegovina,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-M,BGR,Bulgaria,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAN,CAN,Canada,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,CPV,Cape Verde,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-M,CHL,Chile,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,CHN,CHN,China,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,COM,Comoros,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,HRV,Croatia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,CYP,Cyprus,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,CZE,Czech Republic,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,OAS-L,PRK,Democratic People's Republic of Korea (North Korea),Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,DNK,Denmark (except Greenland),Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,DJI,Djibouti,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,NAF,EGY,Egypt,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,EST,Estonia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,NA,FLK,Falkland Islands,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,NA,FRO,Faroe Islands,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,FIN,Finland,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,BLR,Belarus,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,7.0400,30,9.9000,70,NA,NA
PD22,Pathway,EU15,FRA,France (except French Guiana),Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAS,GEO,Georgia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,DEU,Germany,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,GRC,Greece,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,GRL,Greenland (Denmark),Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-M,GLP,Guadeloupe,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-L,HTI,Haiti,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,HUN,Hungary,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EFTA,ISL,Iceland,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-M,IRN,Iran,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-M,IRQ,Iraq,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-L,BLZ,Belize,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,21.4133,30,6.2333,70,NA,NA
PD22,Pathway,EU15,IRL,Ireland,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,ISR,Israel,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,ITA,Italy,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,JPN,JPN,Japan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-M,JOR,Jordan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAS,KAZ,Kazakhstan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,KWT,Kuwait,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,CAS,KGZ,Kyrgyzstan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-M,LVA,Latvia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-M,LBN,Lebanon,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,LSO,Lesotho,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,NAF,LBY,Libya,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-M,LTU,Lithuania,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,LUX,Luxembourg,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,MKD,Macedonia (The Former Yugoslav Republic of Macedonia),Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-M,MTQ,Martinique,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-M,MUS,Mauritius,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU-FSA,MDA,Moldova,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,MNG,Mongolia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,MNE,Montenegro,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,NAF,MAR,Morocco,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-M,NAM,Namibia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,NLD,Netherlands,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,ANUZ,NZL,New Zealand,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EFTA,NOR,Norway,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,OMN,Oman,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,PAK,PAK,Pakistan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,POL,Poland,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU15,PRT,Portugal,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,USA,PRI,Puerto Rico,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,QAT,Qatar,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-M,REU,Reunion,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-M,ROU,Romania,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,RUS,RUS,Russia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,RWA,Rwanda,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,LAM-M,BOL,Bolivia,Natural Regeneration,Avg mitigation potential flux,tCO2e/ha/yr,15.5100,30,5.3533,70,NA,NA
PD22,Pathway,SSA-L,STP,Sao Tome and Principe,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,MEA-H,SAU,Saudi Arabia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EEU,SRB,Serbia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,SVK,Slovakia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,EU12-H,SVN,Slovenia,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
PD22,Pathway,SSA-L,SSD,South Sudan,Improved Forest Management,Avg mitigation potential flux,tCO2e/m3/yr,NA,NA,NA,NA,NA,NA
